"HKG","Terminal 1","Cathay Pacific The Pier First Class Lounge"
"HKG","Terminal 1","The Centurion Lounge"
"HKG","Terminal 1","United Airlines United Club"
"HKG","Terminal 1","Thai Airways Royal First Class Lounge"
"HKG","Terminal 1","Thai Airways Royal Orchid Lounge"
"HKG","Terminal 1","Singapore Airlines SilverKris Business Class Lounge"
"HKG","Terminal 1","The Qantas Hong Kong Lounge"
"HKG","Terminal 1","Cathay Pacific The Wing First Class Lounge"
"HKG","Terminal 1","Cathay Pacific The Wing Business Class Lounge"
"HKG","Terminal 1","Cathay Pacific The Deck"
"HKG","Terminal 2","Wellness Spa & Salon"
"HKN","Main Terminal","Air Niugini Paradise Lounge"
"HKN","Main Terminal","Air Niugini Paradise Lounge"
"HKT","Domestic Terminal","Bangkok Airways Boutique Lounge (Temporary Location)"
"HKT","Domestic Terminal","Thai Airways Royal Orchid Lounge (Temporary Location)"
"HKT","International Terminal","The Coral Premium Departure Lounge"
"HKT","International Terminal","Thai Airways Royal Orchid Lounge"
"HKT","International Terminal","Thai Airways Royal Orchid Lounge"
"HKT","International Terminal","The Coral Premium Arrival Lounge"
"HLA","Domestic Terminal","SLOW XS"
"HLD","Main Terminal","First Class Lounge"
"HLD","Main Terminal","First Class Lounge"
"HLH","Main Terminal","VIP Lounge/First Class Lounge"
"HLP","Departure Terminal","Saphire Premiair Executive Lounge"
"HLZ","Main Terminal","Air New Zealand Regional Lounge"
"HMO","Main Terminal","VIP Lounge"
"HND","International Terminal","All Nippon Airways ANA Lounge (Gate 110)"
"HND","International Terminal","Japan Airlines JAL First Class Lounge"
"HND","International Terminal","Sky Lounge"
"HND","International Terminal","TIAT Lounge"
"HND","International Terminal","Japan Airlines Sakura Lounge"
"HND","International Terminal","All Nippon Airways ANA Lounge (Gate 114)"
"HND","International Terminal","All Nippon Airways ANA Suite Lounge (Gate 114)"
"HND","International Terminal","Japan Airlines Sakura Lounge Skyview"
"HND","International Terminal","All Nippon Airways ANA Suite Lounge (Gate 110)"
"HND","International Terminal","TIAT Shower Rooms"
"HND","International Terminal","Cathay Pacific Lounge"
"HND","International Terminal","Sky Lounge Annex"
"HND","International Terminal","TIAT Lounge Annex"
"HND","Terminal 1","Japan Airlines Diamond Premier Lounge (North Wing)"
"HND","Terminal 1","Japan Airlines Diamond Premier Lounge (South Wing)"
"HND","Terminal 1","Japan Airlines Sakura Lounge (South Wing)"
"HND","Terminal 1","Power Lounge (North)"
"HND","Terminal 1","Japan Airlines Sakura Lounge (North Wing)"
"HND","Terminal 1","Power Lounge Central"
"HND","Terminal 1","Power Lounge South"
"HND","Terminal 2","Airport Lounge (North)"
"HND","Terminal 2","Airport Lounge (South)"
"HND","Terminal 2","Power Lounge Central"
"HND","Terminal 2","Power Lounge North"
"HND","Terminal 2","All Nippon Airways ANA Lounge (Gate 60)"
"HND","Terminal 2","All Nippon Airways ANA Suite Lounge"
"HND","Terminal 2","All Nippon Airways ANA Lounge (Gate 62)"
"HNL","Terminal 1","Hawaiian Airlines Premier Club Lounge"
"HNL","Terminal 1","Hawaiian Airlines The Plumeria Lounge"
"HNL","Terminal 2","Four Seasons Resort Lanai Lounge"
"HNL","Terminal 2","USO Honolulu International Airport"
"HNL","Terminal 2","All Nippon Airways ANA Lounge"
"HNL","Terminal 2","HIS LeaLea Airport Lounge"
"HNL","Terminal 2","All Nippon Airways ANA Suite Lounge"
"HNL","Terminal 2","Qantas Airways International Business Lounge"
"HNL","Terminal 2","Japan Airlines Sakura Lounge / American Airlines Admirals Club"
"HNL","Terminal 2","United Airlines United Club"
"HNL","Terminal 2","China Airlines Dynasty Lounge"
"HNL","Terminal 2","Delta Air Lines Delta Sky Club"
"HNL","Terminal 2","Korean Air KAL Lounge"
"HOR","Main Terminal","SATA Plus Lounge"
"HOU","Main Terminal","USO Lounge"
"HPH","Domestic Terminal","Cat Bi Airport Business Lounge"
"HRB","Domestic Terminal","Domestic First Class Lounge (Gate 10)"
"HRB","Domestic Terminal","Domestic First Class Lounge (Gate 1)"
"HRB","Domestic Terminal","China Southern First Class Lounge (Gate 14)"
"HRB","Domestic Terminal","China Southern First Class Lounge (Gate 3)"
"HRB","International Terminal","International First Class Lounge"
"HRE","International Terminal","SAA Baobab Premium Class Lounge"
"HRE","International Terminal","Dzimbahwe Executive Lounge"
"HRK","Terminal A","Business Lounge"
"HRK","VIP Terminal","VIP Lounge"
"HTA","Terminal B","Chita Kadala Airport Business Lounge (Domestic)"
"HTI","Main Terminal","VIP Lounge"
"HTY","Domestic Terminal","Turkish Airlines CIP Lounge"
"HUI","Domestic Terminal","Business Lounge"
"HUX","Main Terminal","The Lounge By Global Lounge Network"
"HUY","Main Terminal","Aspire Lounge"
"HUZ","Main Terminal","First Class Lounge"
"HYD","Domestic Terminal","Air India Maharajah Lounge"
"HYN","Main Terminal","First Class Lounge"
"IAD","Concourse A","Virgin Atlantic Clubhouse"
"IAD","Concourse A","Etihad Airways First & Business Class Lounge"
"IAD","Concourse A","Air France/KLM Lounge"
"IAD","Concourse B","British Airways Galleries Lounge"
"IAD","Concourse B","British Airways Galleries Lounge (Priority Pass)"
"IAD","Concourse B","Lufthansa Business Lounge"
"IAD","Concourse B","British Airways The Concorde Dining Room"
"IAD","Concourse B","Lufthansa Senator Lounge"
"IAD","Concourse C","United Airlines United Club (Gate C4)"
"IAD","Concourse C","United Airlines United Club (Gate C7)"
"IAD","Concourse C","United Airlines United Club (Gate C17)"
"IAD","Concourse C","Chef Geoff's"
"IAD","Concourse D","United Airlines United Club"
"IAD","Main Concourse","USO Lounge"
"IAH","Terminal A","Cadillac Mexican Kitchen & Tequila Bar"
"IAH","Terminal A","United Airlines United Club"
"IAH","Terminal A","American Airlines Admirals Club"
"IAH","Terminal B","United Airlines United Club"
"IAH","Terminal C","Landry's Seafood"
"IAH","Terminal C, North Concourse","United Airlines United Club"
"IAH","Terminal C, South Concourse","United Airlines United Club"
"IAH","Terminal D","USO Lounge"
"IAH","Terminal D","The Centurion Lounge"
"IAH","Terminal D","KLM Crown Lounge"
"IAH","Terminal D","HAS Executive Club"
"IAH","Terminal D","British Airways Executive Club Lounge"
"IAH","Terminal D","British Airways First Lounge"
"IAH","Terminal D","Air France Lounge"
"IAH","Terminal E","United Airlines United Club"
"IAH","Terminal E","United Airlines Polaris Lounge"
"IBZ","Main Terminal","Sala VIP Cap Des Falco"
"ICN","Concourse A","China Eastern/Shanghai Airlines VIP Lounge"
"ICN","Concourse A","Sky Hub Lounge"
"ICN","Terminal 1","Jeju Air Lounge"
"ICN","Terminal 1","Sky Hub Lounge West"
"ICN","Terminal 1","Sky Hub Lounge East"
"ICN","Terminal 1","Airlines Association Lounge"
"ICN","Terminal 1","Korean Air KAL Lounge"
"ICN","Terminal 1","MATINA Lounge East (Gate 11)"
"ICN","Terminal 1","MATINA Lounge West (Gate 43)"
"ICN","Terminal 1","Asiana Airlines Business Class Lounge"
"ICN","Terminal 1","Asiana Airlines Business Class Lounge"
"ICN","Terminal 1","Asiana Airlines First Class Lounge"
"ICN","Terminal 2","Korean Air KAL First Class Lounge"
"ICN","Terminal 2","Korean Air KAL Prestige Class Lounge (East)"
"ICN","Terminal 2","KAL Korean Air Miler Club Lounge"
"ICN","Terminal 2","Lounge L. by Lotte GRS"
"ICN","Terminal 2","SPC Lounge"
"ICN","Terminal 2","MATINA Gold Lounge"
"ICN","Terminal 2","MATINA Lounge"
"ICN","Terminal 2","AirCafe"
"ICN","Terminal 2","Korean Air KAL Prestige Class Lounge (West)"
"IEV","Terminal A International","West Lounge"
"IEV","Terminal A International","East Lounge"
"IEV","Terminal D (Domestic)","Domestic Lounge"
"IGR","Main Terminal","Aeropuertos VIP Club Lounge"
"IKT","Domestic Terminal","High Comfy Zone Lounge (Domestic)"
"IKT","Domestic Terminal","Domestic Business Lounge"
"IKT","International Terminal","High Comfy Zone Lounge (International)"
"IKT","International Terminal","International Business Lounge"
"ILO","Main Terminal","Philippines Airlines Mabuhay Lounge"
"ILZ","Main Terminal","Gate VIP Lounge"
"INC","Domestic Terminal 3","First Class Lounge (Gate 13)"
"INC","Domestic Terminal 3","First Class Lounge"
"INC","International Terminal","International First Class Lounge"
"IND","Main Terminal","The Fan Zone"
"IND","Main Terminal","USO Lounge"
"IND","Main Terminal","Delta Air Lines Delta Sky Club"
"INN","Main Terminal","Tyrol Lounge"
"INV","Main Terminal","Aspire Lounge"
"IOM","Main Terminal","Rendezvous Executive Lounge"
"IQQ","Main Terminal","Salones VIP Pacific Club"
"IQT","Domestic Terminal","Caral VIP Lounge"
"ISB","International Terminal","Airline Lounge"
"IST","Domestic Terminal","Turkish Airlines Lounge Domestic"
"IST","International Terminal","Turkish Airlines Lounge Miles & Smiles"
"IST","International Terminal","Turkish Airlines Business Lounge"
"IST","International Terminal","IGA Lounge"
"ISU","Departure Terminal","CIP Lounge"
"ITM","Central Terminal","Lounge Osaka"
"ITM","North Terminal","Japan Airlines Diamond Premier Lounge"
"ITM","North Terminal","Japan Airlines Sakura Lounge"
"ITM","South Terminal","All Nippon Airways ANA Suite Lounge"
"ITM","South Terminal","ANA Lounge"
"ITO","Main Terminal","Hawaiian Airlines Premier Club Lounge"
"IVC","Main Terminal","Air New Zealand Regional Lounge"
"IXA","Domestic Terminal","Golden Chariot Lounge"
"IXC","Domestic Terminal","CITCO Executive Lounge"
"IXC","International Terminal","CITCO Executive Lounge"
"IXM","Main Terminal","Golden Chariot Lounge"
"IZO","Domestic Terminal","Airport Lounge"
"JAI","International Terminal","Club One Class Lounge"
"JAL","Main Terminal","Aeromar Salon Diamante"
"JAX","Main Terminal","USO Lounge"
"JAX","Main Terminal, Concourse A","Delta Air Lines Delta Sky Club"
"JDZ","Main Terminal","First Class Lounge"
"JDZ","Main Terminal","First Class Lounge"
"JED","North Terminal","TasHeel Business Lounge"
"JED","North Terminal","First Class Lounge"
"JED","South Terminal","Saudia Al-Fursan Golden Lounge (Domestic)"
"JED","South Terminal","Saudia Al-Fursan Golden Lounge (International)"
"JER","Main Terminal","Blue Islands Lounge"
"JFK","Terminal 1","Air France/KLM Lounge"
"JFK","Terminal 1","Casa Alitalia New York"
"JFK","Terminal 1","Korean Air KAL First Class Lounge"
"JFK","Terminal 1","Lufthansa First Class Lounge (Wining & Dining)"
"JFK","Terminal 1","Korean Air KAL Business Class Lounge"
"JFK","Terminal 1","Lufthansa Business Lounge"
"JFK","Terminal 1","Lufthansa Senator Lounge"
"JFK","Terminal 2","Delta Air Lines Delta Sky Club"
"JFK","Terminal 4","The King David Business Class Lounge"
"JFK","Terminal 4","The Residence by Etihad Suite"
"JFK","Terminal 4","Air India Maharajah Lounge"
"JFK","Terminal 4","The King David First Class Lounge"
"JFK","Terminal 4","Etihad Airways First & Business Class Lounge"
"JFK","Terminal 4","Virgin Atlantic JFK Clubhouse"
"JFK","Terminal 4","The Emirates Lounge"
"JFK","Terminal 4","SWISS First Class HON Lounge"
"JFK","Terminal 4","SWISS Business Class Lounge"
"JFK","Terminal 4, Concourse B","Delta Air Lines Delta Sky Club"
"JFK","Terminal 5","USO Center T5/JFK"
"JFK","Terminal 5","Aer Lingus Lounge"
"JFK","Terminal 5","JetBlue Rooftop Terrace"
"JFK","Terminal 7","British Airways Club Lounge"
"JFK","Terminal 7","British Airways The Concorde Room"
"JFK","Terminal 7","Alaska Airlines Alaska Lounge"
"JFK","Terminal 7","British Airways First Lounge"
"JFK","Terminal 8","Bobby Van's Grill"
"JFK","Terminal 8, Concourse B","American Airlines Flagship Lounge"
"JFK","Terminal 8, Concourse B","American Airlines Flagship First Dining"
"JFK","Terminal 8, Concourse C","American Airlines Admirals Club"
"JGN","Domestic Terminal 1","First Class Lounge"
"JHG","Domestic Terminal","Best Business VIP Lounge"
"JIB","Arrivals Terminal","Dunya VIP Lounge"
"JIB","Main Terminal","Salon Air France"
"JIB","Main Terminal","Kempinski Lounge"
"JJN","Domestic Terminal","Xiamen Air First Class Lounge"
"JJN","Domestic Terminal","First Class Lounge"
"JJN","International Terminal","First Class Lounge"
"JMK","Main Terminal","Your Mykonian Luxury Lounge by Goldair Handling (Closed For 2019)"
"JNB","Domestic Terminal B","SAA VIA Lounge"
"JNB","Domestic Terminal B","SLOW Lounge"
"JNB","Domestic Terminal B","SAA Voyager Platinum Lounge"
"JNB","International Terminal A","SAA Cycad First Class Lounge"
"JNB","International Terminal A","Dunhill Smoking Lounge"
"JNB","International Terminal A","SAA Baobab Premium Class Lounge"
"JNB","International Terminal A","The Emirates Lounge"
"JNB","International Terminal A","Virgin Atlantic Clubhouse"
"JNB","International Terminal A","British Airways Galleries First/Galleries Club Lounge (Closed For Renovation)"
"JNB","International Terminal A","SLOW Lounge"
"JNB","International Terminal A","SAA Arrivals Lounge"
"JNB","International Terminal A","Aspire Lounge"
"JNG","Main Terminal","First Class Lounge"
"JNZ","Main Terminal","First Class Lounge"
"JOG","Terminal A Domestic","Garuda Indonesia Executive Lounge"
"JOG","Terminal A Domestic","Borobudur Lounge"
"JRO","Main Terminal","Tanzanite Lounge"
"JUB","Terminal 1","Triple A Lounge"
"JUL","Main Terminal","Sala Wayra"
"JZH","Domestic Terminal","VIP Service Center"
"JZH","Domestic Terminal","Business VIP Lounge (Landside)"
"JZH","Domestic Terminal","Business VIP Lounge"
"JZH","Domestic Terminal","First Class Lounge"
"KAN","International Terminal","International VIP Lounge"
"KBP","Terminal D, Domestic","Mastercard Business Lounge"
"KBP","Terminal D, International","Business Lounge"
"KBP","Terminal D, International","Mastercard Lounge"
"KBP","VIP Terminal","Official Delegations Hall (CIP Lounge)"
"KBV","Domestic Terminal","Thai Airways Royal Silk Lounge"
"KBV","Domestic Terminal","Bangkok Airways Boutique Lounge"
"KCA","Main Terminal","VIP Lounge"
"KCH","Main Terminal","Malaysia Airlines Golden Lounge"
"KDI","Domestic Terminal","haluoleo Lounge"
"KEF","Main Terminal","Icelandair Saga Lounge"
"KEJ","Terminal A","Kemerovo Airport Business Lounge"
"KGD","Domestic Terminal","Domestic Business Lounge"
"KGD","International Terminal","International Business Lounge"
"KGD","VIP Terminal","VIP Hall"
"KGF","Main Terminal","CIP Lounge"
"KGI","Main Terminal","Qantas Airways The Qantas Club"
"KGL","Main Terminal","Pearl Lounge (Arrivals)"
"KGL","Main Terminal","RwandAir Dream Lounge"
"KGL","Main Terminal","Pearl Lounge"
"KHG","Main Terminal","First Class Lounge"
"KHH","International Terminal","More Premium Lounge"
"KHH","International Terminal","China Airlines Dynasty Lounge"
"KHH","International Terminal","Cathay Dragon Lounge"
"KHH","International Terminal","EVA Air Evergreen Lounge"
"KHI","Jinnah Terminal Complex","Marhaba Lounge"
"KHI","Jinnah Terminal Complex","PIA Business Plus Lounge"
"KHI","Jinnah Terminal Complex East","Bank Alfalah Premier Lounge (International)"
"KHI","Jinnah Terminal Complex East","CIP Lounge"
"KHI","Jinnah Terminal Complex West","Bank Alfalah Premier Lounge (Domestic)"
"KHN","Domestic Terminal 2","China Southern Lounge"
"KHN","Domestic Terminal 2","Jiangxi Air VIP Lounge"
"KHN","Domestic Terminal 2","CIP Lounge"
"KHN","Domestic Terminal 2","Domestic First Class Lounge"
"KHN","International Terminal 1","International First Class Lounge"
"KHN","Terminal 2","China Eastern Nanchang Lounge"
"KHV","Domestic Terminal","VIP Lounge"
"KHV","Domestic Terminal","Khabarovsk Novy Airport Domestic Business Lounge"
"KHV","International Terminal","Khabarovsk Novy Airport International Business Lounge"
"KIE","Main Terminal","Air Niugini Paradise Lounge"
"KIJ","Passenger Terminal","Airium Lounge"
"KIN","Main Terminal","Club Kingston Arrivals Lounge"
"KIN","Main Terminal","Club Kingston"
"KIV","Main Terminal","Business Lounge"
"KIV","VIP Terminal","VIP Lounge"
"KIX","Terminal 1","Regus Express Business Lounge"
"KIX","Terminal 1","Botejyu"
"KIX","Terminal 1 Domestic","KIX Airport Lounge"
"KIX","Terminal 1 Domestic","Card Members Lounge Hiei"
"KIX","Terminal 1 Domestic","ANA Signet"
"KIX","Terminal 1 Domestic","Japan Airlines JAL Sakura Lounge"
"KIX","Terminal 1 International","Card Members Lounge Rokko"
"KIX","Terminal 1 International","Card Members Lounge Annex Rokko"
"KIX","Terminal 1 International","KIX North Lounge"
"KIX","Terminal 1 International","ANA Lounge"
"KIX","Terminal 1 International","Thai Airways Royal Orchid Lounge"
"KIX","Terminal 1 International","KIX Airside Lounge"
"KIX","Terminal 1 International","Korean Air KAL Lounge"
"KIX","Terminal 1 International","Lounge Pacific"
"KIX","Terminal 1 International","Card Members Lounge Kongo"
"KIX","Terminal 1 International","Japan Airlines JAL Sakura Lounge"
"KIX","Terminal 1 International","Asuka Lounge"
"KJA","Terminal 1","Lounge Grey Wall (International)"
"KJA","Terminal 1","Lounge Grey Wall (Domestic)"
"KKC","Main Terminal","Thai Airways Royal Executive Class Lounge"
"KKJ","Passenger Terminal","Lounge Himawari"
"KLO","Main Terminal","VIP Airport Lounge"
"KLV","Main Terminal","Business Lounge (Non-Schengen)"
"KMG","Domestic Terminal","V13 Kunming Airport First & Business Class Lounge"
"KMG","Domestic Terminal","Golden Century VIP Lounge (Gate 2)"
"KMG","Domestic Terminal","V8 China Eastern First Class Lounge"
"KMG","Domestic Terminal","V5 Sichuan Airlines First Class Lounge"
"KMG","Domestic Terminal","V15 Kunming Airport First & Business Class Lounge"
"KMG","Domestic Terminal","V3 Lucky Air Lounge"
"KMG","Domestic Terminal","V12 Kunming Airport First & Business Class Lounge"
"KMG","Domestic Terminal","V6 Kunming Airport First & Business Class Lounge"
"KMG","Domestic Terminal","V10 China Eastern First Class Lounge"
"KMG","Domestic Terminal","V9 China Eastern First Class Lounge"
"KMG","Domestic Terminal","V7 China Eastern First Class Lounge"
"KMG","Domestic Terminal","V11 China Eastern First Class Lounge"
"KMG","International Terminal","V16 First Class Lounge"
"KMG","International Terminal","V2 Kunming Airport International Lounge"
"KMG","International Terminal","V1 China Eastern International Lounge"
"KMG","Main Terminal","ICBC VIP Lounge"
"KMI","Passenger Terminal","Lounge Oyodo"
"KMJ","Domestic Terminal","ANA Signet (Temporarily Closed)"
"KMJ","Domestic Terminal","Japan Airlines Sakura Lounge"
"KMJ","Domestic Terminal","Business Lounge Aso"
"KMQ","Passenger Terminal","Japan Airlines Sakura Lounge"
"KMQ","Passenger Terminal","ANA Lounge"
"KMQ","Passenger Terminal","Sky Lounge Hakusan"
"KNO","Domestic Terminal","Saphire Blue Sky Executive Lounge"
"KNO","Domestic Terminal","Garuda Indonesia Executive Lounge"
"KNO","International Terminal","Saphire Mandai Executive Lounge"
"KOA","Terminal 2","Hawaiian Airlines Premier Club Lounge"
"KOE","Terminal B Domestic","Alamanda Lounge"
"KOJ","Domestic Terminal","ANA Signet"
"KOJ","Domestic Terminal","Japan Airlines Sakura Lounge"
"KOJ","Domestic Terminal","Sky Lounge Nanohana"
"KOW","Main Terminal","First Class Lounge"
"KRK","Main Terminal","Krakow Airport Business Lounge (Schengen)"
"KRK","Main Terminal","Krakow Airport Business Lounge (Non-Schengen)"
"KRK","VIP Terminal","VIP Lounge"
"KRR","Domestic Terminal","CIP Lounge (Domestic)"
"KRR","Domestic Terminal","Comfort Lounge"
"KRR","International Terminal","VIP Terminal"
"KRR","International Terminal","CIP Lounge (International)"
"KRT","International Terminal","Chief House Lounge"
"KSC","Main Terminal","Business Lounge"
"KSN","Main Terminal","CIP Lounge"
"KTA","Main Terminal","Qantas Airways The Qantas Club"
"KTM","International Terminal","Executive Lounge"
"KTM","International Terminal","Thai Airways Royal Silk Lounge"
"KTW","Terminal A (Non-Schengen)","Business Lounge"
"KTW","Terminal B (Schengen)","Business Lounge"
"KUF","Main Terminal","Business Lounge"
"KUF","VIP Building","VIP Lounge"
"KUL","International Terminal","KLIA Premier Access"
"KUL","Main Terminal","Snooze KL"
"KUL","Main Terminal","Malaysia Airlines Golden Lounge (Regional)"
"KUL","Main Terminal","Malaysia Airlines Golden Lounge (Domestic)"
"KUL","Satellite Terminal","Malaysia Airlines Golden Business Class Lounge"
"KUL","Satellite Terminal","Wellness Spa"
"KUL","Satellite Terminal","Cathay Pacific First and Business Class Lounge"
"KUL","Satellite Terminal","Malaysia Airlines Golden First Class Lounge"
"KUL","Satellite Terminal","China Airlines Dynasty Lounge"
"KUL","Satellite Terminal","Plaza Premium First"
"KUL","Satellite Terminal","Flight Club"
"KUL","Satellite Terminal","The Emirates Lounge"
"KUL","Satellite Terminal","Singapore Airlines SilverKris Lounge"
"KUL","Satellite Terminal","Thai Airways Royal Silk Lounge"
"KUL","Satellite Terminal","Sama Sama Express Lounge"
"KUL","klia2","Malindo Executive Lounge"
"KUL","klia2","AirAsia Premium Red Lounge"
"KUL","klia2","Sama Sama Express Lounge (International Departure)"
"KVK","Main Terminal","Business Lounge"
"KWE","Terminal 2","VIP Lounge"
"KWE","Terminal 2","China Southern Sky Pearl Club"
"KWE","Terminal 2","First Class Lounge"
"KWE","Terminal 2","First Class Lounge"
"KWI","Main Terminal","Jazeera Lounge"
"KWI","Main Terminal","Mastercard Pearl Metro Lounge"
"KWI","Main Terminal","Dasman Premier Lounge"
"KWI","Main Terminal","Derwaza Lounge"
"KWI","Main Terminal","Pearl Lounge"
"KWI","Main Terminal","Dasman Lounge"
"KWI","Sheikh Saad Terminal","Pearl Lounge"
"KWI","Terminal 4","Al Mubarakiya Lounge"
"KWI","Terminal 4","Kuwait Airways Bayan Premium Lounge"
"KWI","Terminal 5","Pearl Lounge"
"KWJ","Main Terminal","Korean Air KAL Lounge"
"KWL","Domestic Terminal","China Southern First and Business Class Lounge"
"KWL","Domestic Terminal","First and Business Class Lounge"
"KWL","International Terminal","China Southern First and Business Class Lounge"
"KWL","International Terminal","First and Business Class Lounge"
"KZN","Terminal 1A","Air Lounge"
"KZN","Terminal 1A","Business Lounge"
"KZN","Terminal 2","Business Lounge"
"LAD","Terminal 1","TAAG Lounge"
"LAD","Terminal 1","PALL Lounge"
"LAE","Main Terminal","Air Niugini Paradise Lounge"
"LAP","Main Terminal","VIP Lounge La Paz"
"LAS","Concourse D","The Centurion Lounge"
"LAS","Concourse D","United Airlines United Club"
"LAS","Terminal 1","USO Lounge"
"LAS","Terminal 3","USO Lounge (Satellite)"
"LAX","American Eagle Regional Terminal","American Airlines Admirals Club"
"LAX","International Terminal","Qantas Airways International First Lounge"
"LAX","International Terminal","Star Alliance Business Class Lounge"
"LAX","International Terminal","Star Alliance First Class Lounge"
"LAX","International Terminal","Los Angeles International Lounge"
"LAX","International Terminal","oneworld International Business Lounge"
"LAX","International Terminal","Korean Air KAL Lounge"
"LAX","International Terminal","Etihad Airways First & Business Class Lounge"
"LAX","International Terminal","Air New Zealand Elite Priority One Lounge"
"LAX","International Terminal","P.F. Chang's"
"LAX","International Terminal","The Emirates Lounge"
"LAX","Terminal 1","Rock and Brews"
"LAX","Terminal 2","USO Lounge"
"LAX","Terminal 2","Delta Air Lines Delta Sky Club"
"LAX","Terminal 2","Virgin Atlantic Clubhouse"
"LAX","Terminal 3","Delta Air Lines Delta Sky Club (South)"
"LAX","Terminal 3","Delta Air Lines Delta Sky Club (North)"
"LAX","Terminal 4","American Airlines Flagship Lounge"
"LAX","Terminal 4","American Airlines Admirals Club"
"LAX","Terminal 4","American Airlines Flagship First Dining"
"LAX","Terminal 5","American Airlines Admirals Club"
"LAX","Terminal 6","Alaska Airlines Alaska Lounge"
"LAX","Terminal 6","Air Canada Maple Leaf Lounge"
"LAX","Terminal 7","United Airlines United Club (Gate 71A)"
"LAX","Terminal 7","United Airlines Polaris Lounge"
"LBA","Main Terminal","The White Rose Suite"
"LBA","Main Terminal","The 1432 Runway Club"
"LBA","Main Terminal","Yorkshire Premier Lounge"
"LBC","Main Terminal","Airport Lounge"
"LBD","Main Terminal","Khujand Airport Business Lounge"
"LBV","Terminal 1","Samba Lounge"
"LCA","Main Terminal","Aegean Business Lounge"
"LCG","Main Terminal","Sala VIP AENA"
"LCY","Main Terminal","British Airways Departure Lounge"
"LDY","Main Terminal","Amelia Earhart Lounge"
"LED","Terminal 1 Domestic","Aeroflot Lounge"
"LED","Terminal 1 Domestic","Business Lounge"
"LED","Terminal 1 International","Mastercard Business Lounge"
"LED","Terminal 1 International","Aeroflot Lounge"
"LED","Terminal 1 International","Business Lounge"
"LEJ","Terminal B","Primeclass Lounge"
"LEJ","Terminal B","Lufthansa Business Lounge"
"LEJ","Terminal B","Lufthansa Senator Lounge"
"LEJ","Terminal B","Leipzig/Halle Airport Lounge"
"LEX","Main Terminal","Kentucky Ale Taproom"
"LEX","Main Terminal","The Club at Blue Grass"
"LFW","Main Terminal","Salon Koromsa"
"LFW","Main Terminal","Salon Plus"
"LFW","Main Terminal","Salon Solidarite"
"LGA","Terminal B, Concourse B-C","The Centurion Lounge"
"LGA","Terminal B, Concourse D","American Airlines Admirals Club"
"LGA","Terminal B, Eastern Concourse","Air Canada Maple Leaf Lounge"
"LGA","Terminal B, Eastern Concourse","United Airlines United Club"
"LGA","Terminal C","Delta Air Lines Delta Sky Club (Gate C28)"
"LGA","Terminal C","Delta Air Lines Delta Sky Club"
"LGA","Terminal D","Delta Air Lines Delta Sky Club"
"LGK","Main Terminal","Plaza Premium Lounge"
"LGK","Main Terminal","Westin Airport Lounge"
"LGW","North Terminal","Clubrooms, Gatwick North"
"LGW","North Terminal","Virgin Atlantic Clubhouse"
"LGW","North Terminal","The Emirates Lounge"
"LGW","North Terminal","Club Aspire"
"LGW","South Terminal","Grain Store Cafe and Bar"
"LGW","South Terminal","My Lounge, Gatwick South"
"LGW","South Terminal","Clubrooms, Gatwick South"
"LGW","South Terminal","British Airways Club Lounge"
"LGW","South Terminal","British Airways First Lounge"
"LHE","Domestic Terminal","PIA Business Plus Lounge"
"LHE","International Terminal","PIA Business Plus Lounge"
"LHE","International Terminal","CIP Lounge"
"LHR","Terminal 2","United Airlines Arrivals Lounge"
"LHR","Terminal 2A","Lufthansa Business Lounge"
"LHR","Terminal 2A","Lufthansa Senator Lounge"
"LHR","Terminal 2A","Aer Lingus Lounge"
"LHR","Terminal 2B","United Airlines United Club"
"LHR","Terminal 2B","Air Canada Maple Leaf Lounge"
"LHR","Terminal 2B","Singapore Airlines SilverKris Lounge"
"LHR","Terminal 2B","United Global First Lounge"
"LHR","Terminal 3","American Airlines International First Class Lounge"
"LHR","Terminal 3","British Airways Galleries Club Lounge"
"LHR","Terminal 3","American Airlines Arrivals Lounge"
"LHR","Terminal 3","Club Aspire"
"LHR","Terminal 3","British Airways Galleries First Lounge"
"LHR","Terminal 3","American Airlines Admirals Club"
"LHR","Terminal 3","The Emirates Lounge"
"LHR","Terminal 3","Cathay Pacific First Class Lounge"
"LHR","Terminal 3","Cathay Pacific Business Class Lounge"
"LHR","Terminal 3","Virgin Atlantic Clubhouse"
"LHR","Terminal 3","Virgin Atlantic Revivals Lounge"
"LHR","Terminal 3","The Qantas London Lounge"
"LHR","Terminal 4","Qatar Airways Premium Lounge"
"LHR","Terminal 4","The House, Home of Etihad Airways and Other Leading Airlines"
"LHR","Terminal 4","King David Lounge"
"LHR","Terminal 4","Malaysia Airlines Golden Lounge"
"LHR","Terminal 4","Gulf Air Falcon Gold Lounge"
"LHR","Terminal 4","SkyTeam Lounge"
"LHR","Terminal 4","Air India Lounge"
"LHR","Terminal 5","The Windsor Suite"
"LHR","Terminal 5","Regus Express Business Lounge"
"LHR","Terminal 5A","British Airways The Galleries Arrivals Lounge"
"LHR","Terminal 5A, North","British Airways Galleries Club Lounge"
"LHR","Terminal 5A, South","British Airways Galleries First Lounge"
"LHR","Terminal 5A, South","British Airways Galleries Club Lounge"
"LHR","Terminal 5A, South","British Airways The Concorde Room"
"LHR","Terminal 5A, South","Aspire The Lounge at LHR T5"
