"LHR","Terminal 5B","British Airways Galleries Club Lounge"
"LHW","Terminal 1","First Class Lounge (T1)"
"LHW","Terminal 2","China Southern Pearl Lounge"
"LHW","Terminal 2","China Southern First Class Lounge"
"LHW","Terminal 2","China Southern VIP Lounge"
"LHW","Terminal 2","DragonPass First Class Lounge"
"LHW","Terminal 2","China Eastern Lounge"
"LIH","Main Terminal","Hawaiian Airlines Premier Club Lounge"
"LIM","Domestic Terminal","El Salon by Newrest"
"LIM","International Terminal","La Bonbonniere"
"LIM","International Terminal","Bleriot Bar & Lounge"
"LIM","International Terminal","VIP Club Lounge (Closed For Renovation)"
"LIM","International Terminal","Hanaq VIP Lounge"
"LIN","Main Terminal","British Airways Galleries Lounge"
"LIN","Main Terminal","Casa Alitalia Milano"
"LIN","Main Terminal","Casa Alitalia Milano"
"LIN","Main Terminal","Club S.E.A - Sala Leonardo"
"LIN","Main Terminal","Club S.E.A - Sala Piranesi"
"LIR","Main Terminal","Liberia VIP Lounge"
"LIS","Terminal 1","ANA Airport Lounge"
"LIS","Terminal 1","Airport Business Center"
"LIS","Terminal 1","Blue Lounge"
"LIS","Terminal 1","TAP Premium Lounge"
"LJG","Domestic Terminal","Lijiang Airport No. 2 First Class Lounge"
"LJG","Domestic Terminal","Best Business VIP Lounge"
"LJG","International Terminal","Lijiang Airport No. 2 International Lounge"
"LJG","International Terminal","Lijiang Airport No. 1 International Lounge"
"LJU","Main Terminal","Business Lounge"
"LLA","Main Terminal","SAS Café Lounge"
"LLW","Main Terminal","Cloud Nine Lounge"
"LLW","Main Terminal","Ndege Business Class Lounge"
"LNZ","Main Terminal","Linz Airport Lounge"
"LOS","Domestic Terminal","VIP Lounge"
"LOS","Domestic Terminal 1 Arik Air Wing","The Gabfol Lounge"
"LOS","International Terminal","The Oasis Lounge"
"LOS","International Terminal","First Lounge"
"LOS","International Terminal","The Gabfol Lounge"
"LOS","International Terminal","Skyway Premium Lounge"
"LOS","International Terminal","Premium Lounge"
"LOS","International Terminal","British Airways Lounge"
"LOS","International Terminal","Air France/KLM Lounge"
"LOS","Main Terminal","FirstBank Premium Lounge"
"LPA","Main Terminal","Sala Galdos"
"LPB","Domestic Terminal","The Lounge VIP (Domestic)"
"LPB","International Terminal","The VIP Lounge"
"LPI","Main Terminal","Airport Lounge"
"LPL","Main Terminal","Aspire Lounge"
"LRM","Main Terminal","Premier Lounge"
"LSC","Main Terminal","Salones VIP Pacific Club"
"LSE","Main Terminal","USO Lounge"
"LST","Main Terminal","Qantas Airways The Qantas Club"
"LTN","Main Terminal","Aspire Lounge"
"LUG","VIP Aviation Terminal","E-Aviation VIP Lounge"
"LUM","Domestic Terminal","Best Business VIP Lounge"
"LUN","Main Terminal","Kenya Airways Simba Lounge"
"LUN","Main Terminal","IAPCO Club Lounge"
"LUN","Main Terminal","SAA Baobab Premium Class Lounge"
"LUN","Main Terminal","First National Bank Zambia Lounge"
"LUQ","Domestic Terminal","Aeropuertos VIP Club Lounge"
"LUX","Main Terminal","The Lounge"
"LUZ","Main Terminal","Business Executive Lounge (Schengen)"
"LVI","International Terminal","Livingstone Lounge"
"LVI","International Terminal","IAPCO Club Lounge (Currently Closed For Renovation)"
"LWO","Terminal A","Business Lounge (International)"
"LWO","Terminal A","Business Lounge (Domestic)"
"LXA","Main Terminal","Business VIP Lounge"
"LYG","Main Terminal","VIP Lounge"
"LYI","Main Terminal","Easygo Business First Class Lounge"
"LYS","Terminal 1","Hegoa Lounge"
"LYS","Terminal 1B","Salon Confluence"
"LYS","Terminal 1B","Salon Mont Blanc"
"LYS","Terminal 2","Air France Lounge"
"LYS","Terminal 2","Salon Solano"
"LZH","Domestic Terminal","First Class Lounge"
"MAA","Domestic Terminal","TFS Travel Club Lounge"
"MAA","Domestic Terminal","TFS Travel Club Lounge"
"MAA","Domestic Terminal","Air India Maharajah Lounge (Domestic)"
"MAA","International Terminal","TFS Travel Club Lounge"
"MAA","International Terminal","TFS Travel Club Lounge"
"MAA","International Terminal","Air India Maharajah Lounge (International)"
"MAA","New International Terminal","TFS Travel Club Lounge"
"MAD","Terminal 1","Sala VIP Cibeles"
"MAD","Terminal 2","Sala VIP Puerta De Alcala"
"MAD","Terminal 3","Sala VIP Puerta Del Sol"
"MAD","Terminal 4","Premium Lounge"
"MAD","Terminal 4","Premium Traveller Arrivals Lounge (Iberia VIP Arrivals Lounge)"
"MAD","Terminal 4","Sala VIP Plaza Mayor"
"MAD","Terminal 4","Iberia Dali Lounge"
"MAD","Terminal 4S","Neptuno Lounge (AENA VIP Lounge)"
"MAD","Terminal 4S","Iberia Velázquez Lounge"
"MAG","Main Terminal","Air Niugini Paradise Lounge"
"MAN","Terminal 1","Etihad Airways First & Business Class Lounge"
"MAN","Terminal 1","The Emirates Lounge"
"MAN","Terminal 1","Aspire Lounge"
"MAN","Terminal 1","Escape Lounge"
"MAN","Terminal 2","Virgin Holidays V-Room"
"MAN","Terminal 2","Aspire Lounge"
"MAN","Terminal 2","Escape Lounge"
"MAN","Terminal 3","1903 Lounge"
"MAN","Terminal 3","British Airways Terraces Lounge"
"MAN","Terminal 3","Escape Lounge"
"MBA","Terminal 1 Domestic","Safari Comfort Lounge"
"MBA","Terminal 1 International","Safari VIP Lounge"
"MBJ","International Terminal","Club Mobay Arrivals Lounge"
"MBJ","International Terminal","Vibe Lounge"
"MBJ","International Terminal","Club Mobay"
"MCO","Terminal A","USO Welcome Center"
"MCO","Terminal B","American Airlines Admirals Club"
"MCO","Terminal B","Delta Air Lines Delta Sky Club"
"MCO","Terminal B","United Airlines United Club"
"MCT","Terminal 1","Primeclass Lounge"
"MCT","Terminal 1","Oman Air First Class Lounge"
"MCT","Terminal 1","Oman Air Business Class Lounge"
"MCT","Terminal 2","Oman Air Majan Lounge (Currently Closed)"
"MCX","Main Terminal","Aero Makhachkala"
"MDC","Domestic Terminal","Garuda Indonesia Executive Lounge"
"MDE","Domestic Terminal","The Lounge Medellin"
"MDE","International Terminal","Copa Club"
"MDE","National Terminal","Avianca Sala VIP"
"MDG","Main Terminal","International First Class Lounge"
"MDG","Main Terminal","First Class Lounge"
"MDL","International Terminal","CIP Lounge"
"MDQ","Main Terminal","Aeropuertos VIP Club Lounge"
"MDT","Main Terminal","Susquehanna Club"
"MDW","Concourse C","USO Lounge"
"MDZ","Domestic Terminal","Aeropuertos VIP Club Lounge"
"MED","Domestic Terminal","Wellcome Lounge"
"MED","International Terminal","Saudia Al-Fursan Golden Lounge"
"MEL","Terminal 1 Domestic","Qantas Airways The Qantas Club"
"MEL","Terminal 1 Domestic","Qantas Airways Chairman's Lounge"
"MEL","Terminal 1 Domestic","Qantas Airways Domestic Business Lounge"
"MEL","Terminal 2","Cafe Vue"
"MEL","Terminal 2","The American Express Lounge"
"MEL","Terminal 2 International","Qantas Airways International First Lounge"
"MEL","Terminal 2 International","The House, Home of Etihad Airways and Other Leading Airlines"
"MEL","Terminal 2 International","Bar Pulpo by Movida"
"MEL","Terminal 2 International","Urban Provodore"
"MEL","Terminal 2 International","Marhaba Lounge"
"MEL","Terminal 2 International","The Emirates Lounge"
"MEL","Terminal 2 International","Singapore Airlines SilverKris First Class Lounge"
"MEL","Terminal 2 International","Singapore Airlines SilverKris Business Class Lounge"
"MEL","Terminal 2 International","Qantas Airways International Business Lounge"
"MEL","Terminal 2 International","Cathay Pacific First and Business Class Lounge"
"MEL","Terminal 2 International","Air New Zealand International Lounge"
"MEL","Terminal 3 Domestic","Virgin Australia Lounge"
"MEL","Terminal 3 Domestic","Virgin Australia The Club"
"MEL","Terminal 4","The Rex Lounge"
"MEM","Terminal A","Memphis International Airport Military Lounge"
"MEM","Terminal A","Delta Air Lines Delta Sky Club"
"MEX","Terminal 1","The Grand Lounge Elite"
"MEX","Terminal 1","Premium Traveller (GIS) Lounge"
"MEX","Terminal 1","Lounge 19"
"MEX","Terminal 1","Elite Lounge Mastercard"
"MEX","Terminal 1","Avianca Sala VIP"
"MEX","Terminal 1","Terraza by The Grand Lounge Elite"
"MEX","Terminal 1","Salon Beyond CitiBanamex"
"MEX","Terminal 1, Concourse H","American Airlines Admirals Club"
"MEX","Terminal 1, Concourse H","United Airlines United Club"
"MEX","Terminal 1, Domestic","American Express Centurion Club"
"MEX","Terminal 1, International","American Express Centurion Club"
"MEX","Terminal 2","Salon Beyond CitiBanamex"
"MEX","Terminal 2","HSBC Premier Lounge"
"MEX","Terminal 2","Aeromar Salon Diamante"
"MEX","Terminal 2","Terraza Premier Aeromexico By Heineken"
"MEX","Terminal 2","The Grand Lounge Elite"
"MEX","Terminal 2, Domestic","Aeromexico Salon Premier"
"MEX","Terminal 2, International","American Express Centurion Club"
"MEX","Terminal 2, International","Aeromexico Salon Premier"
"MGA","Main Terminal","Sala VIP"
"MHT","Main Terminal","Centrix Bank Business Center"
"MIA","Central Terminal, Concourse E","American Airlines Admirals Club"
"MIA","Central Terminal, Concourse E","Air Margaritaville"
"MIA","Central Terminal, Concourse E","Military Hospitality Lounge"
"MIA","Central Terminal, Concourse E","Viena"
"MIA","Central Terminal, Concourse F","Club America (Priority Pass Lounge)"
"MIA","Central Terminal, Concourse F","Consular Lounge"
"MIA","North Terminal, Concourse D","The Centurion Lounge"
"MIA","North Terminal, Concourse D","Corona Beach House"
"MIA","North Terminal, Concourse D","American Airlines Flagship Lounge"
"MIA","North Terminal, Concourse D","American Airlines Flagship First Dining"
"MIA","North Terminal, Concourse D","American Airlines Admirals Club (Gate D30)"
"MIA","North Terminal, Concourse D","American Airlines Admirals Club (Gate D15)"
"MIA","South Terminal, Concourse H","Delta Air Lines Delta Sky Club"
"MIA","South Terminal, Concourse J","Avianca Sala VIP (Operated By Global Lounge)"
"MIA","South Terminal, Concourse J","LATAM Lounge"
"MID","Main Terminal","Caral VIP Lounge"
"MID","Main Terminal","Aeromexico Salon Premier"
"MIG","Main Terminal","First Class Lounge"
"MKE","Main Terminal","USO Lounge"
"MKE","Main Terminal","Delta Air Lines Delta Sky Club"
"MKY","Main Terminal","Virgin Australia Lounge"
"MKY","Main Terminal","Qantas Airways The Qantas Club"
"MLA","Main Terminal","VIP Lounge (Arrivals)"
"MLA","Main Terminal","La Valette Club"
"MLA","VIP Terminal","Airport VIP Lounge"
"MLE","Domestic Terminal","Moonimaa Lounge"
"MLE","International Terminal","Leeli Lounge"
"MLE","VIP Terminal","Maamahi Executive Lounge"
"MLI","Main Terminal","Destination Points Business Center"
"MME","Main Terminal","Premium Lounge"
"MMK","Main Terminal","Business Lounge"
"MMX","Main Terminal","SAS Café Lounge"
"MMX","Main Terminal","BRA Lounge"
"MNL","Terminal 1","PAGSS Lounge (Gate 7)"
"MNL","Terminal 1","Club Manila"
"MNL","Terminal 1","PAGSS Lounge (Observation Level)"
"MNL","Terminal 1","Japan Airlines Sakura Lounge"
"MNL","Terminal 1","PAGSS Lounge (Gate 2)"
"MNL","Terminal 2","Philippine Airlines Mabuhay Lounge"
"MNL","Terminal 3, International","Wings Transit Lounge"
"MNL","Terminal 3, International","Cathay Pacific First and Business Class Lounge"
"MNL","Terminal 3, International","PAGSS Lounge"
"MNL","Terminal 3, International","Singapore Airlines SilverKris Lounge"
"MOB","Main Terminal","Mobile Airport Authority Executive Lounge"
"MPL","Main Terminal","Salon by Promeo"
"MPM","Domestic Terminal","Flamingo Lounge (Domestic)"
"MPM","International Terminal","FNB Lounge by Pearl Assist"
"MPM","International Terminal","Flamingo Lounge (International)"
"MQF","Main Terminal","Business Lounge"
"MQP","Main Terminal","KMI Airport VIP Lounge"
"MRS","Terminal 1","Cezanne Lounge"
"MRS","Terminal 3","Luberon Lounge"
"MRU","New Terminal Building","Salon Nenuphar"
"MRU","New Terminal Building","ATOL Arrivals Premium Lounge"
"MRU","New Terminal Building","ATOL La Terrasse Lounge"
"MRU","New Terminal Building","Air Mauritius Amedee Maingard Lounge"
"MRU","Separate VIP Lounge Building","YU Lounge  - Contact Lounge After Booking (See Notes)"
"MRV","Domestic Terminal","Business Lounge"
"MRV","VIP Terminal","VIP Hall"
"MSP","Terminal 1","Armed Forces Service Center"
"MSP","Terminal 1, Concourse C","Delta Air Lines Delta Sky Club"
"MSP","Terminal 1, Concourse E","PGA MSP"
"MSP","Terminal 1, Concourse E","United Airlines United Club"
"MSP","Terminal 1, Concourse F","Delta Air Lines Delta Sky Club"
"MSQ","Domestic Terminal","Business Lounge (Domestic)"
"MSQ","International Terminal","Business Lounge (Gate 1)"
"MSQ","International Terminal","Business Lounge (Gate 2)"
"MSQ","International Terminal","Business Lounge (Gate 6)"
"MSQ","International Terminal","CIP Lounge"
"MSY","Main Terminal","Delta Air Lines Delta Sky Club"
"MTR","Domestic Terminal","The Lounge at MTR"
"MTT","Main Terminal","Caral VIP Lounge"
"MTY","Terminal A","Salon Beyond CitiBanamex"
"MTY","Terminal A","American Express Centurion Club"
"MTY","Terminal B","Terraza Premier Aeromexico by Heineken"
"MTY","Terminal B","Aeromexico Salon Premier"
"MUC","Terminal 1","Eurowings Lounge (Schengen)"
"MUC","Terminal 1","Air France Lounge"
"MUC","Terminal 1","British Airways Galleries Club Lounge"
"MUC","Terminal 1","The Emirates Lounge"
"MUC","Terminal 1","Airport Lounge World"
"MUC","Terminal 1","Airport Lounge Europe"
"MUC","Terminal 2","Lufthansa Business Lounge (Non-Schengen)"
"MUC","Terminal 2","Lufthansa Senator Lounge (Gate G28, Schengen)"
"MUC","Terminal 2","Lufthansa Senator Lounge (Non-Schengen)"
"MUC","Terminal 2","Lufthansa Senator Lounge (Gate G24, Schengen)"
"MUC","Terminal 2","Lufthansa Delights to Go"
"MUC","Terminal 2","Lufthansa Senator Cafe Lounge (Schengen)"
"MUC","Terminal 2","Lufthansa First Class Lounge"
"MUC","Terminal 2","Lufthansa Business Lounge (Schengen)"
"MUC","Terminal 2 Satellite","Lufthansa Senator Lounge (Schengen)"
"MUC","Terminal 2 Satellite","Lufthansa Senator Lounge (Non-Schengen)"
"MUC","Terminal 2 Satellite","Lufthansa Business Lounge (Schengen)"
"MUC","Terminal 2 Satellite","Lufthansa Business Lounge (Non-Schengen)"
"MUC","Terminal 2 Satellite","Lufthansa First Class Lounge"
"MUC","VipWing Terminal","VipWing"
"MUX","Domestic Terminal","CIP Lounge (Domestic)"
"MUX","International Terminal","CIP Lounge"
"MVD","Main Terminal","Aeropuertos VIP Club Arrivals Lounge"
"MVD","Main Terminal","Aeropuertos VIP Club Departures Lounge"
"MXP","Terminal 1","Casa Alitalia Malpensa"
"MXP","Terminal 1","Club S.E.A. Sala Montale"
"MXP","Terminal 1","The Emirates Lounge"
"MXP","Terminal 1","Club S.E.A. Sala Respighi"
"MXP","Terminal 1","Club S.E.A. Sala Monteverdi"
"MXP","Terminal 1","Club S.E.A. Sala Pergolesi"
"MXP","Terminal 1","Lufthansa Lounge - Star Alliance Only (See Notes)"
"MYJ","Passenger Terminal","Sky Lounge"
"MYJ","Passenger Terminal","Japan Airlines Sakura Lounge (Closed for Renovation until July 2018)"
"MYJ","Passenger Terminal","ANA Lounge"
"MYJ","Passenger Terminal","Business Lounge"
"MYY","Main Terminal","Miri Airport Executive Lounge"
"MZL","Main Terminal","Avianca Sala VIP"
"NAG","International Terminal","Airport Restaurant"
"NAG","Main Terminal","Cinnamon Lounge"
"NAG","Main Terminal","Travel Club Lounge (International)"
"NAG","Main Terminal","Travel Club Lounge (Domestic)"
"NAN","Domestic Terminal","Flying Fijian Club"
"NAN","International Terminal","Fiji Airways Premier Lounge"
"NAN","International Terminal","Air New Zealand International Lounge"
"NAP","Main Terminal","Naples Airport VIP Lounge"
"NAS","Main Terminal","The Lignum Club At LPIA"
"NAS","US Departures Terminal","Graycliff Divans Lounge"
"NAY","Main Terminal","Business Lounge"
"NBC","Main Terminal","Business Lounge"
"NBO","Terminal 1A","Kenya Airways Pride Lounge"
"NBO","Terminal 1A","Kenya Airways Simba Lounge"
"NBO","Terminal 1B","Swissport Aspire Lounge"
"NBO","Terminal 1C","Kenya Airways Simba Lounge"
"NBO","Terminal 1D","Kenya Airways Msafiri Lounge"
"NBO","Terminal 2","Tradewinds Aviation Mt. Kenya Lounge"
"NBO","Terminal 2","Tradewinds Aviation Mara Lounge"
"NBS","Terminal 1","First Class Lounge"
"NCE","Terminal 1, Non-Schengen","The Canopy Lounge"
"NCE","Terminal 1, Schengen","The Library Lounge"
"NCE","Terminal 2, Non-Schengen","The Levity Lounge"
"NCE","Terminal 2, Schengen","The Infinity Lounge"
"NCL","Main Terminal","AspirePlus Lounge"
"NCL","Main Terminal","British Airways Terraces Lounge"
"NCL","Main Terminal","Aspire Lounge"
"NCU","Main Terminal","Hall for Servicing for Official Delegations"
"NGB","Domestic Terminal","Domestic First Class Lounge (Gate 5)"
"NGB","Domestic Terminal","Domestic First Class Lounge (Gate 6)"
"NGB","Domestic Terminal","Domestic First Class Lounge (Gates 9-12)"
"NGB","International Terminal","International First Class Lounge"
"NGO","Domestic Terminal","Premium Lounge Centrair 2"
"NGO","Domestic Terminal","Premium Lounge Centrair"
"NGO","Domestic Terminal","Centrair Airline Lounge"
"NGO","International Terminal","Qualia Lounge"
"NGO","International Terminal","LOOK JTB Lounge"
"NGO","International Terminal","Korean Air KAL Lounge"
"NGO","International Terminal","Centrair Global Lounge"
"NGO","International Terminal","Japan Airlines Sakura Lounge"
"NGO","International Terminal","Star Alliance Lounge Nagoya"
"NGO","Main Passenger Terminal","Qualia Lounge"
"NGS","Passenger Terminal","Business Lounge Azalea"
"NIM","Main Terminal","Niamey Airport Lounge"
"NJC","Terminal 1","Sky Priority Lounge"
"NJF","Main Terminal","CIP Lounge"
"NKC","Main Terminal","Air France Lounge"
"NKG","Terminal 2 Domestic","V4 China Southern Sky Pearl VIP Club"
"NKG","Terminal 2 Domestic","V3 China Eastern VIP Lounge"
"NKG","Terminal 2 Domestic","Domestic VIP Lounge"
"NKG","Terminal 2 Domestic","V2 Shenzhen Airlines King Lounge"
"NKG","Terminal 2 International","V7 International First Class Lounge"
"NNG","Domestic Terminal","China Southern Sky Pearl VIP Club (Domestic)"
"NNG","Domestic Terminal","China Southern First/Business Lounge"
"NNG","Domestic Terminal","Domestic First Class Lounge 1"
"NNG","Domestic Terminal","Domestic First Class Lounge 2"
"NNG","International Terminal","International First Class Lounge"
"NNY","Main Terminal","VIP Lounge"
"NOC","Main Terminal","Ireland West Executive Lounge"
"NOU","Main Terminal","Aircalin Lounge (Salon Hibiscus)"
"NOZ","Main Terminal","Novokuznetsk Spichenkovo Airport Business Lounge"
"NPE","Main Terminal","Air New Zealand Regional Lounge"
"NPL","Main Terminal","Air New Zealand Regional Lounge"
"NQN","Main Terminal","Aeropuertos VIP Club Lounge"
"NQY","Main Terminal","Executive Lounge"
"NRT","Terminal 1","Rassurants Traveler's Lounge"
"NRT","Terminal 1, Central Building","Korean Air KAL Lounge"
"NRT","Terminal 1, Central Building","Narita Airport Dayrooms & Showers"
"NRT","Terminal 1, Central Building","T.E.I. Lounge (Business and Travel Support Center)"
"NRT","Terminal 1, Central Building","Narita Airport Showers"
"NRT","Terminal 1, Central Building","United Airlines United Club"
"NRT","Terminal 1, Central Building","Narita TraveLounge"
"NRT","Terminal 1, Central Building","All Nippon Airways ANA Arrival Lounge"
"NRT","Terminal 1, Satellite 1","Narita Premier Lounge"
"NRT","Terminal 1, Satellite 2","Delta Air Lines Delta Sky Club"
"NRT","Terminal 1, Satellite 4","All Nippon Airways ANA Lounge"
"NRT","Terminal 1, Satellite 4","All Nippon Airways ANA Suite Lounge"
"NRT","Terminal 1, Satellite 5","All Nippon Airways ANA Lounge"
"NRT","Terminal 1, Satellite 5","All Nippon Airways ANA Suite Lounge"
"NRT","Terminal 2","Rassurants Traveler's Lounge"
"NRT","Terminal 2, Main Building","American Airlines Admirals Club"
"NRT","Terminal 2, Main Building","Cathay Pacific First and Business Class Lounge"
"NRT","Terminal 2, Main Building","Japan Airlines Sakura Lounge (2nd Floor)"
"NRT","Terminal 2, Main Building","Japan Airlines Sakura Lounge (3rd Floor)"
"NRT","Terminal 2, Main Building","Japan Airlines Sakura Lounge (Domestic)"
"NRT","Terminal 2, Main Building","T.E.I. Lounge"
"NRT","Terminal 2, Main Building","The Emirates Lounge"
"NRT","Terminal 2, Main Building","China Airlines Dynasty Lounge"
"NRT","Terminal 2, Main Building","Japan Airlines JAL First Class Lounge"
"NRT","Terminal 2, Satellite Building","Japan Airlines JAL First Class Lounge"
"NRT","Terminal 2, Satellite Building","Japan Airlines Sakura Lounge"
"NRT","Terminal 2, Satellite Building","Narita Airport Dayrooms & Showers"
"NRT","Terminal 2, Satellite Building","Qantas Airways International Business Lounge"
"NSI","Main Terminal","Ongola Delegations Lounge"
"NSI","Main Terminal","Afamba VIP Lounge"
"NSI","Main Terminal","Mefou Business Class Lounge"
"NSI","Main Terminal","Gold First Class Lounge"
"NSK","Main Terminal","Norilsk Alykel Airport Business Lounge"
"NSN","Main Terminal","Air New Zealand Regional Lounge"
"NTG","Main Terminal","Nantong Airport Lounge"
"NTG","Terminal 1 (Domestic)","VIP Lounge"
"NUE","Terminal 1","Duerer Lounge"
"NUE","Terminal 2","Lufthansa Business Lounge"
"NUE","Terminal 2","Lufthansa Senator Lounge"
"NUX","Main Terminal","Novyj Urengoj Airport Business Lounge"
"NVI","Main Terminal","CIP Hall"
"NWI","Main Terminal","Norwich Airport Executive Lounge"
"NYO","Main Terminal","Comfort Lounge"
"NYT","International Terminal","Bangkok Airways Lounge"
"NZH","Main Terminal","First Class Lounge"
"OAJ","Main Terminal","USO Lounge"
"OAX","Main Terminal","The Lounge by Global Lounge Network"
"ODS","Domestic Terminal","Airport Business Lounge"
"ODS","International Terminal","Airport Business Lounge"
"ODS","VIP Terminal","VIP Lounge"
"OGG","Main Terminal","Hawaiian Airlines Premier Club Lounge"
"OGZ","Main Terminal","Vladikavkaz Beslan Airport Business Lounge"
"OIT","International Passenger Terminal","Lounge Kunisaki"
"OKA","Domestic Terminal","All Nippon Airways ANA Suite Lounge"
"OKA","Domestic Terminal","ANA Signet"
"OKA","Domestic Terminal","Japan Airlines Sakura Lounge"
"OKA","Domestic Terminal","Lounge Hana"
"OKA","International Terminal","VIP Lounge"
"OKC","Cargo Annex.","YMCA Military Welcome Center"
"OKJ","Passenger Terminal","ANA Signet"
"OKJ","Passenger Terminal","Lounge Muscat"
"OLB","Main Terminal","Olbia Airport Club Lounge"
"OMS","Main Terminal","Omsk Tesntralny Airport Business Lounge"
"ONT","Administrative Building","USO Lounge"
"OOL","Main Terminal (Domestic)","Velocity Expresso & Bar"
"OOL","Main Terminal (Domestic)","Qantas Airways The Qantas Club"
"OOL","Main Terminal (Domestic)","Virgin Australia Lounge"
"OPO","Main Terminal","ANA Airport Lounge"
"ORD","Terminal 1, Concourse B","United Airlines United Club (Gate B18)"
"ORD","Terminal 1, Concourse B","United Airlines United Club (Gate B6)"
"ORD","Terminal 1, Concourse C","United Airlines Polaris Lounge"
"ORD","Terminal 1, Concourse C","United Airlines United Club"
"ORD","Terminal 2","USO Lounge"
"ORD","Terminal 2, Concourse E","Delta Air Lines Delta Sky Club"
"ORD","Terminal 2, Concourse F","United Airlines United Club"
"ORD","Terminal 3, Concourse G","American Airlines Admirals Club"
"ORD","Terminal 3, Concourse H","American Airlines Flagship Lounge"
"ORD","Terminal 3, Concourse H","American Airlines Admirals Club"
"ORD","Terminal 3, Concourse L","American Airlines Admirals Club"
"ORD","Terminal 3, Rotunda","USO American Airlines Cyber Canteen Center"
"ORD","Terminal 5, Concourse M","British Airways First Lounge"
"ORD","Terminal 5, Concourse M","SWISS First Class Lounge"
"ORD","Terminal 5, Concourse M","SWISS Business Lounge"
"ORD","Terminal 5, Concourse M","SAS Lounge"
"ORD","Terminal 5, Concourse M","British Airways Terraces Lounge"
"ORD","Terminal 5, Concourse M","Swissport Lounge"
"ORD","Terminal 5, Concourse M","Air France/KLM Lounge"
"ORF","Arrivals Terminal","USO Lounge"
"ORK","Main Terminal","Aspire Lounge"
"ORN","Main Terminal","Salle Premiere Classe"
"ORY","South Terminal","Corsair Grand Large Lounge"
"ORY","South Terminal","Salon ICARE"
"ORY","West Terminal","ICARE Lounge"
"ORY","West Terminal","HOP! Air France Lounge"
"ORY","West Terminal","212 Orly West by OpenSkies"
"ORY","West Terminal","Air France Lounge (Hall 2)"
"ORY","West Terminal","Premium Traveller Lounge Paris-Orly"
"ORY","West Terminal","Air France Lounge (Hall 3)"
"OSD","Main Terminal","Express Lounge"
"OSL","Main Terminal","Oslo Premium Lounge"
"OSL","Main Terminal","SAS Lounge"
"OSL","Main Terminal","SAS Domestic Lounge"
"OSL","Main Terminal","SAS Gold Lounge"
"OSL","Main Terminal","Oslo Lounge"
"OSR","Main Terminal","Business Lounge"
"OSS","Main Terminal","Osh Airport Business Lounge"
"OTP","International Terminal","Airport Business Lounge (Gate 12)"
"OTP","International Terminal","VIP Lounge"
"OTP","International Terminal","TAROM Business Lounge"
"OTP","International Terminal","Mastercard Business Lounge (Gates 7-8)"
"OUA","Main Terminal","Salon Prive Zoodo"
"OUD","Terminal 1","Pearl Lounge (Arrivals)"
"OUD","Terminal 1","Pearl Lounge (Departures)"
"OVB","Terminal A","S7 Airlines Lounge"
"OVB","Terminal A","Movie Hour"
"OVB","Terminal A","VIP Lounge"
"OVB","Terminal A","Business Lounge"
"OVB","Terminal B","Lounge Grey Wall"
"PAD","Main Terminal","Business Lounge"
"PAT","Domestic Terminal","Chanakya Lounge"
"PBC","Main Terminal","The Lounge by Global Lounge Network"
"PBH","Main Terminal","Druk Air Thunder Dragon Business Lounge"
"PBI","Concourse C","Delta Air Lines Delta Sky Club"
"PBM","Main Terminal","Sabako Lounge"
"PCL","Domestic Terminal","Caral VIP Lounge"
"PDG","Main Terminal","Minangkabau Executive Lounge"
"PDL","Main Terminal","SATA Plus Lounge"
"PDP","Main Terminal","Aeropuertos VIP Club"
"PDX","Concourse C","Capers Cafe Le Bar"
"PDX","Concourse C","Westward Whiskey"
"PDX","Concourse C","Alaska Airlines Alaska Lounge"
"PDX","Concourse D","Delta Air Lines Delta Sky Club"
"PDX","Concourse E","United Airlines United Club"
"PDX","Main Terminal","USO Northwest - Portland Center"
"PEE","Main Terminal","VIP Lounge"
"PEE","Main Terminal","Perm Bolshoye Savino Airport Business Lounge"
"PEG","Main Terminal","Business Lounge"
"PEI","Main Terminal","Avianca Sala VIP"
"PEK","Terminal 1","ICBC VIP Lounge"
"PEK","Terminal 1","Hainan Airlines VIP Lounge"
"PEK","Terminal 2","Hainan Airlines HNA Club"
"PEK","Terminal 2, Domestic","China Southern Sky Pearl Lounge"
"PEK","Terminal 2, Domestic","China Eastern Domestic First Class Lounge"
"PEK","Terminal 2, Domestic","ICBC VIP Lounge"
"PEK","Terminal 2, Domestic","Trvok Lounge"
"PEK","Terminal 2, Domestic","China Eastern Domestic Apron Lounge"
"PEK","Terminal 2, Domestic","China Southern First & Business Class VIP Lounge"
"PEK","Terminal 2, Domestic","China Southern First Class Lounge"
"PEK","Terminal 2, International","SkyTeam Lounge"
"PEK","Terminal 2, International","ICBC VIP Lounge"
"PEK","Terminal 2, International","Air China First & Business Class Lounge"
"PEK","Terminal 3C","Take A Nap Hourly Charged Lounge"
"PEK","Terminal 3C","Sichuan Airlines First Class Lounge"
"PEK","Terminal 3C","Air China Transit Lounge"
"PEK","Terminal 3C","ICBC VIP Lounge"
"PEK","Terminal 3C","ICBC VIP Lounge"
"PEK","Terminal 3C","Air China Domestic First Class Lounge"
"PEK","Terminal 3C","Air China Domestic Business Class Lounge"
"PEK","Terminal 3C","Air China Domestic First & Business Class Lounge"
"PEK","Terminal 3D","Air China Premium Lounge"
"PEK","Terminal 3E","Air China International Business Class Lounge"
"PEK","Terminal 3E","BCAT Lounge"
